Address_ID,Address,Land_type,Posted_Date_new,count_govtschools_A,min_dist_govtschools_a,count_govtschools_B,min_dist_govtschools_b,count_semigovtschools,min_dist_semigovtschools,count_intlschools,min_dist_intlschools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,min_dist_nearest_FinanceCompany,count_FinanceCompanies_within_2km,min_dist_nearest_Govt_Hospital,count_Govt_Hospitals,min_dist_nearest_Pvt_Hospital,count_Pvt_Hospital,min_dist_nearest_Pvt_Med_center,count_Pvt_Med_Centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,Price per Perch,latitude,longitude,bakery_count,bakery_mdist,bank_count,bank_mdist,bar_count,bar_mdist,bus_station_count,bus_station_mdist,clothing_store_count,clothing_store_mdist,doctor_count,doctor_mdist,gas_station_count,gas_station_mdist,gym_count,gym_mdist,hospital_count,hospital_mdist,university_count,university_mdist,train_station_count,train_station_mdist,supermarket_count,supermarket_mdist,store_count,store_mdist,school_count,school_mdist,restaurant_count,restaurant_mdist,police_count,police_mdist,post_office_count,post_office_mdist,pharmacy_count,pharmacy_mdist,movie_theater_count,movie_theater_mdist,library_count,library_mdist,current_month,current_year,min_current,max_current,min_next,max_next
13,dehiwala,3,9/18/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,4500000.0,6.852312432187588,79.86510657633897,20,106,17,301,3,1552,0,0,20,287,20,245,3,397,14,335,20,253,20,53,1,474,14,335,20,21,20,105,20,160,1,845,4,257,19,301,1,1088,2,1495,9,2021,2500000.0,7900000.0,0,0
6,battaramulla,3,9/18/2021,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,4000000.0,6.899165700681031,79.92172966899064,20,330,19,373,3,527,1,726,20,934,11,263,2,1378,10,455,18,157,7,859,0,0,9,30,20,127,20,859,20,33,4,1470,5,864,9,296,0,0,3,532,9,2021,1475000.0,7150000.0,0,0
19,boralesgamuwa,3,9/18/2021,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,1800000.0,6.841887690294128,79.88590562146476,20,45,8,378,2,287,0,0,20,98,4,189,1,968,11,386,9,318,4,536,0,0,7,432,20,45,20,206,20,84,0,0,1,1636,8,333,0,0,1,822,9,2021,1175000.0,800000.0,0,0
13,dehiwala,3,9/18/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,6500000.0,6.851035617649976,79.8656399620871,20,9,17,173,5,2159,0,0,20,866,19,871,3,572,12,270,20,794,20,1770,1,410,15,858,20,70,20,70,20,49,1,1452,3,193,19,39,1,1263,1,1670,9,2021,2500000.0,7900000.0,0,0
23,kirulapone,3,9/18/2021,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5,14000000.0,6.883885754080304,79.87242130279935,20,254,20,591,16,1036,0,0,20,545,19,602,3,591,11,1313,20,374,20,581,0,0,13,611,20,77,20,79,20,133,1,1100,8,875,20,901,1,1244,4,1722,9,2021,11000000.0,8000000.0,0,0
16,mount lavinia,5,9/18/2021,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,3000000.0,6.855886568721191,79.87963655131767,20,395,3,1099,4,139,0,0,20,257,12,2233,1,974,8,139,13,985,6,1034,0,0,10,596,20,874,20,369,20,86,2,826,2,1001,11,345,1,2635,0,0,9,2021,1900000.0,40000.0,0,0
16,mount lavinia,3,9/18/2021,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,2800000.0,6.843208545769557,79.87480922755303,20,420,9,821,2,368,0,0,20,125,12,225,3,1135,10,821,20,550,8,649,0,0,11,66,20,14,20,449,20,175,1,1413,4,972,13,172,0,0,1,732,9,2021,1900000.0,40000.0,0,0
23,kirulapone,3,9/18/2021,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5,6000000.0,6.884026814640474,79.87222176705743,20,290,20,627,16,1072,0,0,20,655,20,639,3,627,11,1349,20,410,20,675,0,0,14,647,20,71,20,69,20,127,2,1136,8,911,20,937,1,1280,4,2408,9,2021,11000000.0,8000000.0,0,0
13,dehiwala,3,9/18/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,3500000.0,6.84972965443068,79.86464605067259,20,2233,18,379,4,1922,0,0,20,388,19,2015,3,2229,10,762,20,425,20,275,1,385,14,713,20,2010,20,2141,20,403,1,1215,3,434,18,422,1,1704,0,0,9,2021,2500000.0,7900000.0,0,0
1,ranala,3,9/18/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,608695.65,6.918530847257811,80.02195110417816,6,753,2,492,0,0,0,0,9,1354,1,654,1,1055,1,1210,6,1211,0,0,0,0,1,1073,20,632,5,353,13,753,1,1064,1,1002,3,1077,1,1301,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,3,9/18/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,623188.41,6.918979673305528,80.02175553821792,6,753,2,492,0,0,0,0,10,1354,1,654,1,1055,1,1210,6,1211,0,0,0,0,1,1073,20,632,5,353,14,1214,1,1064,1,1002,3,1077,1,1301,0,0,9,2021,350000.0,98425.2,0,0
9,bomiriya,7,9/18/2021,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,420000.0,6.942853689284645,79.99418098950268,16,4104,3,4268,3,3357,0,0,14,525,2,6052,1,4529,2,7257,5,4502,0,0,0,0,6,4580,20,4450,20,689,20,4246,0,0,1,3584,5,3810,1,6270,0,0,9,2021,350000.0,795000.0,0,0
18,bope,3,9/18/2021,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0,2500000.0,6.833005786040998,80.12299933321664,1,961,2,566,0,0,0,0,0,0,0,0,0,0,1,1670,1,1749,0,0,0,0,0,0,20,599,3,571,4,715,0,0,0,0,0,0,0,0,0,0,9,2021,165000.0,275000.0,0,0
2,makandana,3,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,892307.69,6.784252726794512,79.95074098877342,20,70,3,607,2,1199,11,577,20,200,3,326,0,0,1,1291,5,855,1,217,0,0,3,2197,20,93,13,239,20,1131,0,0,1,1194,8,760,0,0,0,0,9,2021,1000000.0,997500.0,0,0
4,kesbewa,5,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,880769.23,6.772204704299512,79.9343306472372,15,252,0,0,1,1599,16,839,14,1486,4,823,1,723,2,553,3,515,0,0,0,0,1,789,20,1558,6,231,14,339,0,0,1,828,2,884,0,0,0,0,9,2021,1333333.33,989473.67,0,0
4,kesbewa,5,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,850000.0,6.799289432246853,79.948327817885,15,144,3,289,5,2567,2,1328,19,840,5,1271,0,0,6,2059,8,754,1,506,0,0,6,450,20,65,13,664,20,498,0,0,1,1349,6,721,0,0,1,1528,9,2021,1333333.33,989473.67,0,0
5,piliyandala,5,9/18/2021,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,884615.38,6.823397465073537,79.90643230352313,20,157,2,1455,0,0,0,0,13,351,3,1313,0,0,1,513,6,659,4,410,0,0,1,1088,20,157,12,1157,20,157,0,0,0,0,6,402,1,857,1,1522,9,2021,1000000.0,989474.0,0,0
3,kaduwela,3,9/18/2021,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,425000.0,6.939122923236202,79.98067789782931,20,342,12,175,3,959,1,401,20,266,3,968,3,193,10,245,8,199,0,0,0,0,13,248,20,2068,19,2047,20,2126,0,0,2,864,10,364,2,693,1,783,9,2021,1200000.0,700000.0,0,0
9,bomiriya,3,9/18/2021,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,425000.0,6.9339273015080085,80.00289666588172,10,103,0,0,0,0,0,0,11,796,2,844,0,0,3,150,2,661,1,24,0,0,6,385,20,30,15,144,12,211,0,0,1,1006,0,0,0,0,0,0,9,2021,350000.0,795000.0,0,0
4,kesbewa,3,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,5800000.0,6.790592443699247,79.94386408284146,20,140,3,2032,6,1398,9,1721,20,174,4,1441,4,1267,9,520,12,1429,1,1051,0,0,8,696,20,43,17,1547,20,1578,0,0,2,1263,10,1389,0,0,2,1167,9,2021,1333333.33,989473.67,0,0
2,makandana,5,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,863000.0,6.775650814747595,79.94376821377251,16,920,3,192,2,1155,18,601,15,71,3,252,0,0,2,205,8,173,1,1178,0,0,1,672,20,71,10,145,14,273,0,0,1,2435,4,439,0,0,0,0,9,2021,1000000.0,997500.0,0,0
11,madapatha,3,9/18/2021,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,871969.7,6.768884150361971,79.93056433116902,11,248,0,0,0,0,8,64,14,228,4,460,1,96,2,719,5,64,0,0,0,0,1,290,20,37,7,1647,13,50,0,0,1,201,2,295,0,0,0,0,9,2021,350000.0,935000.0,0,0
10,thalawathugoda,3,9/18/2021,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,2375000.0,6.877958346404872,79.93576906885663,20,26,9,85,7,2157,0,0,20,317,5,149,2,1843,12,744,20,155,5,2146,0,0,7,450,20,26,20,259,20,788,0,0,1,424,13,668,1,385,0,0,9,2021,1000000.0,5882352.94,0,0
18,bope,10,9/18/2021,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0,250000.0,6.844470417514047,80.12669681373136,2,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2095,0,0,2,3720,0,0,0,0,0,0,0,0,0,0,9,2021,165000.0,275000.0,0,0
18,bope,10,9/18/2021,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0,250000.0,6.818216961891372,80.13672120905504,4,824,1,1303,0,0,0,0,1,1593,0,0,0,0,1,1413,0,0,0,0,0,0,0,0,20,1923,2,634,4,903,0,0,1,1026,0,0,0,0,0,0,9,2021,165000.0,275000.0,0,0
10,thalawathugoda,9,9/18/2021,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,2600000.0,6.879035610817401,79.93605515513975,20,224,9,476,7,2315,0,0,20,52,6,115,2,2001,11,903,19,393,4,2304,0,0,7,706,20,224,20,511,20,506,0,0,2,582,13,846,1,543,0,0,9,2021,1000000.0,5882352.94,0,0
7,malabe,3,9/18/2021,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,950000.0,6.91177903430282,79.94784626705156,20,699,5,835,2,1087,0,0,20,326,9,704,4,819,6,1373,8,495,1,603,0,0,6,1052,20,143,20,213,20,671,0,0,0,0,6,276,0,0,1,1222,9,2021,1050000.0,950000.0,0,0
13,dehiwala,5,9/18/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,5000000.0,6.850234708147033,79.86429561566962,20,1961,16,62,4,1650,0,0,20,176,19,343,3,2043,10,233,20,177,20,189,1,299,15,233,20,203,20,22,20,529,1,942,3,155,18,177,1,1413,1,1820,9,2021,2500000.0,7900000.0,0,0
6,battaramulla,5,9/18/2021,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,3800000.0,6.898820239602069,79.91592500924044,20,433,19,995,5,1076,1,782,20,213,12,202,2,1434,7,785,12,622,10,928,0,0,7,674,20,914,20,348,20,221,4,443,4,985,8,807,0,0,3,76,9,2021,1475000.0,7150000.0,0,0
2,makandana,5,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,880769.23,6.77571145853735,79.95130768946242,10,219,3,605,1,219,10,216,10,174,3,222,0,0,1,2581,5,644,2,1136,0,0,0,0,20,219,10,173,14,719,0,0,1,173,3,830,0,0,0,0,9,2021,1000000.0,997500.0,0,0
13,dehiwala,5,9/18/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,2700000.0,6.855848147199494,79.86111400492132,20,267,17,1623,4,435,0,0,20,251,14,353,2,1436,13,263,20,480,20,262,1,578,11,263,20,263,20,260,20,10,0,0,2,870,12,683,1,1039,2,738,9,2021,2500000.0,7900000.0,0,0
1,ranala,5,9/18/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,625000.0,6.921786348865576,80.0258209896213,6,973,2,975,0,0,0,0,5,357,2,1530,1,892,1,736,4,736,0,0,0,0,1,873,20,233,4,1593,10,441,0,0,1,944,3,869,0,0,0,0,9,2021,350000.0,98425.2,0,0
7,malabe,6,9/18/2021,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,450000.0,6.892761346687197,79.98226143774114,10,949,1,452,1,2556,0,0,7,1078,0,0,0,0,1,3449,0,0,2,794,0,0,0,0,20,57,8,3875,3,4108,0,0,0,0,0,0,0,0,0,0,9,2021,1050000.0,950000.0,0,0
14,kahathuduwa,3,9/18/2021,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0,395000.0,6.791768218344524,80.00077933055564,4,2372,0,0,0,0,0,0,2,2185,1,1185,0,0,1,1164,0,0,0,0,0,0,0,0,20,1893,1,915,4,741,0,0,1,2025,1,1198,0,0,0,0,9,2021,195000.0,875000.0,0,0
4,kesbewa,10,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,892307.69,6.768956489018898,79.93070368017588,11,249,0,0,0,0,8,65,14,229,4,460,1,95,2,718,5,65,0,0,0,0,1,290,20,37,7,1647,14,49,0,0,1,200,2,295,0,0,0,0,9,2021,1333333.33,989473.67,0,0
4,kesbewa,9,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,892307.69,6.793192409652283,79.95394564256137,12,2282,0,0,2,1847,1,2305,11,1873,2,2269,0,0,4,2318,2,2055,1,2815,0,0,3,1992,20,2147,10,1884,17,2537,0,0,0,0,3,363,0,0,0,0,9,2021,1333333.33,989473.67,0,0
19,boralesgamuwa,3,9/18/2021,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,1350000.0,6.839033344010586,79.9053568621085,20,565,13,426,4,627,0,0,20,382,7,1196,1,1191,8,307,11,1380,1,1277,0,0,7,1226,20,880,20,583,20,105,1,706,1,887,15,380,0,0,0,0,9,2021,1175000.0,800000.0,0,0
17,athurugiriya,4,9/18/2021,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1,900000.0,6.867162402356829,79.99710127416182,19,935,1,950,1,1408,0,0,18,532,8,633,5,733,1,997,7,667,0,0,0,0,2,639,20,837,13,793,17,1095,1,1703,0,0,4,760,0,0,1,889,9,2021,1025000.0,900000.0,0,0
3,kaduwela,3,9/18/2021,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,450000.0,6.931628633989915,79.978075140884,14,155,14,1448,1,1479,1,1383,20,1278,3,119,6,1474,9,1713,9,1009,1,1040,0,0,9,71,20,71,20,63,20,414,1,12966,1,1846,10,1536,1,1675,1,2126,9,2021,1200000.0,700000.0,0,0
2,makandana,3,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,900000.0,6.769359151084372,79.9481938335759,10,643,1,1069,2,1630,12,4177,6,425,2,828,0,0,1,903,5,376,1,277,0,0,1,263,20,48,7,274,12,248,0,0,1,3311,1,303,0,0,0,0,9,2021,1000000.0,997500.0,0,0
23,kirulapone,3,9/18/2021,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5,4500000.0,6.8823971068943095,79.87406876154976,20,164,20,332,10,790,0,0,20,179,19,272,4,709,9,1438,20,99,20,312,1,1487,11,224,20,387,20,365,20,55,1,707,7,607,17,969,2,1362,4,1331,9,2021,11000000.0,8000000.0,0,0
5,piliyandala,3,9/18/2021,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,908000.0,6.813563176143889,79.9029576711138,9,685,0,0,1,259,4,4932,16,2552,2,1195,0,0,2,2257,0,0,2,233,0,0,3,1000,20,2137,6,1553,13,1139,0,0,1,1866,4,1984,1,1633,0,0,9,2021,1000000.0,989474.0,0,0
7,malabe,3,9/18/2021,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,1600000.0,6.913506355468195,79.97620577670743,20,1011,4,799,3,733,0,0,20,1344,4,2016,1,1344,10,1646,9,1730,15,1011,0,0,6,722,20,1138,20,1285,20,1755,0,0,0,0,4,962,0,0,1,915,9,2021,1050000.0,950000.0,0,0
9,bomiriya,7,9/18/2021,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,425000.0,6.927227200674813,79.99329342775924,10,1067,1,1119,1,1141,0,0,11,1870,2,1664,1,1877,2,2505,1,1401,0,0,0,0,1,1234,20,1654,13,807,7,980,1,2332,0,0,1,1409,0,0,1,1741,9,2021,350000.0,795000.0,0,0
6,battaramulla,3,9/18/2021,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,4200000.0,6.89174669235008,79.9207056801727,20,870,15,905,2,583,0,0,20,1057,8,1248,1,1021,8,3888,8,1013,3,554,0,0,7,783,20,838,20,904,20,398,2,829,2,1632,5,777,0,0,1,1464,9,2021,1475000.0,7150000.0,0,0
2,makandana,5,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,900000.0,6.768575456165224,79.95191660289325,8,1388,0,0,1,1128,9,142,3,1457,2,1121,0,0,0,0,4,4018,1,2070,0,0,1,1381,20,10,7,2073,9,621,0,0,1,1083,1,1421,0,0,0,0,9,2021,1000000.0,997500.0,0,0
2,makandana,5,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,785714.29,6.780213765190431,79.94719192269758,15,345,4,195,1,680,14,127,20,344,3,379,0,0,3,928,7,246,1,473,0,0,2,791,20,166,11,119,18,360,0,0,1,675,5,241,0,0,0,0,9,2021,1000000.0,997500.0,0,0
14,kahathuduwa,3,9/18/2021,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0,875000.0,6.786048133698747,80.0141984708176,0,0,0,0,0,0,0,0,3,798,0,0,0,0,0,0,2,901,0,0,0,0,1,1890,12,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2021,195000.0,875000.0,0,0
4,kesbewa,5,9/18/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,875000.0,6.791661971439792,79.94348698836775,20,220,3,846,6,787,9,1580,20,254,4,1300,4,1126,9,379,12,1288,1,910,0,0,8,555,20,220,20,1406,20,1255,0,0,2,1123,10,1248,0,0,2,1026,9,2021,1333333.33,989473.67,0,0
2,makandana,5,9/18/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,907692.31,6.786143073069431,79.94454558266396,20,417,3,135,2,2971,10,107,20,155,5,659,3,833,5,161,10,142,1,1103,0,0,3,102,20,89,19,409,20,159,0,0,1,837,9,133,0,0,1,2534,9,2021,1000000.0,997500.0,0,0
17,athurugiriya,5,9/18/2021,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1,570000.0,6.871799296476715,79.9939599819098,20,752,11,874,1,1661,1,1014,20,232,7,1581,4,964,3,822,9,532,1,1590,0,0,6,886,20,203,19,762,20,321,1,885,1,1098,8,539,0,0,1,1143,9,2021,1025000.0,900000.0,0,0
9,bomiriya,3,9/18/2021,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,795000.0,6.940747622651572,80.00259315293212,4,724,0,0,0,0,0,0,8,300,0,0,0,0,2,1197,2,396,1,1371,0,0,5,5331,20,131,15,5038,9,626,0,0,1,1313,0,0,0,0,0,0,9,2021,350000.0,795000.0,0,0
10,thalawathugoda,5,9/18/2021,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,2600000.0,6.883835261979386,79.93689142115105,20,220,10,850,3,937,1,1058,20,991,7,1304,0,0,9,1952,16,1337,1,3171,0,0,6,526,20,1507,20,1166,20,314,0,0,3,1276,9,750,1,1409,0,0,9,2021,1000000.0,5882352.94,0,0
